Hebrew Word,Valence,Arousal,Dominance
להצדיק,0.612,0.473,0.615
להצהיר,0.5479999999999999,0.42333333333333334,0.53
להצטופף,0.604,0.509,0.445
להצטיין,0.561,0.363,0.466
להצטלב,0.521,0.51,0.48
להצטער,0.135,0.575,0.373
להצטרף,0.717,0.44733333333333336,0.6563333333333333
להציב,0.445,0.41533333333333333,0.408
להציב מפקדה,0.615,0.269,0.525
להציג,0.6415000000000001,0.5638333333333333,0.6655
להציע,0.75,0.745,0.596
להציע יותר,0.594,0.622,0.54
להציע מחיר,0.76,0.53,0.655
להציף,0.336,0.6746666666666666,0.5153333333333333
להציץ,0.5683333333333334,0.38566666666666666,0.37833333333333335
להציק,0.24133333333333332,0.6943333333333334,0.4681666666666667
להצית,0.41400000000000003,0.6890000000000001,0.625
להצליף,0.235,0.794,0.609
להצליף קלות,0.688,0.541,0.515
להצמיד,0.4723333333333333,0.4386666666666667,0.4716666666666667
להצפין,0.49333333333333335,0.43366666666666664,0.578
להצריך,0.578,0.604,0.516
להקדים,0.5055000000000001,0.6134999999999999,0.4215
להקדיש,0.8125,0.4605,0.615
להקה,0.429,0.46,0.541
להקהות,0.551,0.68,0.925
להקהיל,0.653,0.53,0.733
להקיא,0.34,0.491,0.394
להקים,0.7210000000000001,0.578,0.7403333333333334
להקיף,0.5421428571428571,0.38014285714285717,0.4542857142857143
להקל,0.7236666666666668,0.3606666666666667,0.4916666666666667
להקנות,0.521,0.441,0.694
להקסים,0.8165555555555556,0.584111111111111,0.6732222222222223
להקפיא,0.191,0.406,0.481
להקפיץ,0.375,0.633,0.386
להקצות,0.5685,0.49624999999999997,0.61175
להקציף,0.655,0.2585,0.199
להקרים,0.6325000000000001,0.30500000000000005,0.372
להקריש,0.524,0.206,0.279
להקשיב,0.6606666666666666,0.4123333333333334,0.4446666666666667
להקשיח,0.28900000000000003,0.653,0.6465000000000001
להרביץ,0.396,0.578,0.464
להרגיז,0.1182,0.7206,0.3614
להרגיע,0.627,0.2888,0.43499999999999994
להרגיש,0.7503333333333334,0.4493333333333333,0.5643333333333334
להרהר,0.7326,0.35019999999999996,0.6378
להרוג,0.052,0.941,0.736
להרוויח,0.6165,0.639,0.701
להרוס,0.12211111111111111,0.7538888888888889,0.5004444444444445
להרחיב,0.7350000000000001,0.5805,0.648
להרחיק,0.195,0.5815,0.5760000000000001
להרים,0.6068,0.4948,0.5554
להריע,0.7185,0.7285,0.754
להרכיב,0.677,0.45949999999999996,0.8280000000000001
להרכין,0.594,0.082,0.198
להרעיש,0.4556,0.654,0.48360000000000003
להרצות,0.594,0.462,0.737
להרקב,0.235,0.408,0.382
להרשות לעצמו,0.571,0.58,0.575
להרשים,0.8109999999999999,0.757,0.662
להרשיע,0.177,0.84,0.477
להרתיח,0.21799999999999997,0.8436666666666667,0.552
להרתיע,0.344,0.537,0.567
להשאיל,0.52,0.461,0.508
להשבית,0.24,0.3435,0.40349999999999997
להשוות,0.6375000000000001,0.3545,0.5276666666666666
להשחיר,0.208,0.5,0.228
להשחית,0.09649999999999999,0.7174999999999999,0.41250000000000003
להשטיח,0.408,0.236,0.303
להשיג,0.8117777777777778,0.5195555555555555,0.7438888888888889
להשיג פיראטית,0.156,0.74,0.559
להשיק,0.684,0.814,0.598
להשלות,0.143,0.627,0.353
להשליך,0.3738333333333333,0.5731666666666667,0.4455
להשלים,0.7001428571428571,0.4177142857142857,0.6651428571428571
להשמיד,0.17971428571428572,0.7255714285714285,0.5764285714285714
להשמיט,0.33,0.265,0.451
להשמין,0.375,0.549,0.363
להשמיע קול פיצוח,0.327,0.643,0.481
להשמיץ,0.14,0.765,0.481
להשען,0.5249999999999999,0.391,0.421
להשפט,0.281,0.686,0.722
להשפיל,0.11800000000000001,0.577,0.22066666666666668
להשפיע,0.4766666666666666,0.602,0.5986666666666666
להשקות,0.272,0.458,0.49
להשקיע,0.5075000000000001,0.558,0.547
להשקיף,0.5,0.48,0.509
להשרות,0.4035,0.5680000000000001,0.5875
להשתגע,0.1355,0.804,0.4015
להשתהות,0.48,0.311,0.412
להשתובב,0.781,0.864,0.538
להשתוקק,0.5325,0.632,0.5145
להשתייך,0.673,0.519,0.535
להשתיל,0.388,0.505,0.6335
להשתין,0.40149999999999997,0.49550000000000005,0.3295
להשתיק,0.375,0.2665,0.32125000000000004
להשתכר,0.265,0.745,0.431
להשתמט,0.459,0.343,0.712
להשתנות,0.4623333333333333,0.5501666666666667,0.49533333333333335
להשתנק,0.324,0.729,0.3385
להשתעל,0.255,0.627,0.241
להשתרך,0.388,0.606,0.348
להשתתף,0.7200000000000001,0.5519999999999999,0.646
להתאבל,0.09399999999999999,0.5143333333333333,0.22466666666666668
להתאבן,0.177,0.571,0.447
להתאבסס,0.1425,0.8095,0.6034999999999999
להתאגרף,0.667,0.44,0.669
להתאדות,0.357,0.469,0.402
להתאוות,0.814,0.821,0.632
להתאחד,0.6154999999999999,0.486,0.496
להתאים,0.59,0.4263636363636364,0.5401818181818182
להתאכסן,0.592,0.255,0.385
להתאמן,0.75,0.789,0.625
להתאמץ,0.694,0.735,0.806
להתאסף,0.6546666666666666,0.49666666666666665,0.641
להתארך,0.448,0.53,0.474
להתבאר,0.771,0.611,0.613
להתבדח,0.5545,0.583,0.2975
להתבהר,0.688,0.438,0.362
להתבטל,0.5096,0.4266,0.3116
להתבשל,0.74,0.593,0.609
להתגבר,0.6145,0.609,0.7849999999999999
להתגבר על עצמך,0.47,0.481,0.472
להתגורר,0.486,0.3495,0.40549999999999997
להתגייס,0.5569999999999999,0.527,0.605
להתגלם,0.552,0.651,0.593
להתגמד,0.3675,0.3025,0.2905
להתגנב,0.354,0.647,0.361
להתגרש,0.042,0.7,0.385
להתגשם,0.688,0.596,0.728
להתדרדר,0.068,0.51,0.2195
להתהדר,0.438,0.611,0.525
להתהולל,0.385,0.368,0.355
להתהפך,0.35800000000000004,0.6150000000000001,0.39199999999999996
להתוודות,0.538,0.423,0.667
להתווכח,0.167,0.8160000000000001,0.525
להתוות,0.448,0.43,0.445
להתחבא,0.438,0.51,0.218
להתחבט,0.49,0.577,0.482
להתחבק,0.885,0.559,0.475
להתחבר,0.911,0.347,0.518
להתחזות,0.51,0.632,0.591
להתחייב,0.6183333333333333,0.605,0.656
להתחיל,0.6637500000000001,0.5509999999999999,0.63175
להתחמם,0.76,0.33,0.381
להתחמק,0.35833333333333334,0.5903333333333333,0.4383333333333333
להתחמש,0.188,0.75,0.808
להתחנן,0.292,0.608,0.328
להתחפף,0.448,0.48,0.481
להתחפר,0.323,0.36,0.365
להתחצף,0.469,0.46,0.348
להתחרות,0.422,0.7204999999999999,0.6875
להתחתן,0.896,0.765,0.673
להתיז,0.55,0.53,0.491
להתייאש,0.115,0.794,0.245
להתיידד,0.93,0.624,0.471
להתייחס,0.25,0.734,0.463
להתייעץ,0.6639999999999999,0.426,0.512
להתיך,0.373,0.565,0.574
להתיר,0.6683999999999999,0.4508,0.5640000000000001
להתיש,0.546,0.71,0.337
להתכוון,0.42300000000000004,0.5045000000000001,0.6034999999999999
להתכוונן,0.5405,0.382,0.6000000000000001
להתכווץ,0.34425,0.65125,0.4505
להתכון,0.51,0.567,0.597
להתכופף,0.40633333333333327,0.5053333333333333,0.2806666666666667
להתכחש,0.153,0.637,0.368
להתכנס,0.609,0.5735,0.5875
להתכסות בכפור,0.449,0.455,0.385
להתכרבל,0.7655000000000001,0.4275,0.473
להתכתב,0.71,0.452,0.545
להתל,0.222,0.582,0.26925
להתלהב,0.888,0.415,0.426
להתלוות,0.77,0.377,0.618
להתלונן,0.143,0.682,0.36
להתלוצץ,0.594,0.677,0.464
להתלות,0.458,0.292,0.417
להתלחלח,0.604,0.225,0.464
להתמהמה,0.63,0.643,0.667
להתמודד,0.5763999999999999,0.5548,0.6304000000000001
להתמוטט,0.208,0.689,0.342
להתמוסס,0.271,0.49,0.41
להתמזג,0.479,0.434,0.529
להתמיד,0.645,0.5446666666666666,0.6486666666666667
להתמכר,0.156,0.712,0.483
להתמלא,0.729,0.449,0.637
להתמנגל,0.561,0.48,0.434
להתמעט,0.173,0.491,0.24
להתמקח,0.5816666666666667,0.614,0.6333333333333334
להתנגד,0.28014285714285714,0.6114285714285714,0.459
להתנגש,0.27775,0.7375,0.488
להתנדנד,0.342,0.596,0.424
להתנדף,0.542,0.49,0.411
להתנהג,0.677,0.363,0.747
להתנהג בצורה לא נכונה,0.02,0.847,0.304
להתנהג כ,0.656,0.704,0.735
להתנודד,0.362,0.469,0.375
להתנוון,0.123,0.632,0.236
להתנופף,0.458,0.728,0.404
להתנות,0.49,0.417,0.616
להתנזר,0.385,0.385,0.427
להתנכר,0.16599999999999998,0.396,0.33399999999999996
להתנסות,0.7989999999999999,0.6154999999999999,0.9095
להתנער,0.235,0.509,0.321
להתנפח,0.229,0.694,0.298
להתנפל,0.49,0.657,0.518
להתנצל,0.551,0.378,0.389
להתנקז,0.30700000000000005,0.433,0.263
להתנקש,0.051,0.969,0.722
להתנשא,0.507,0.4375,0.6475
להתנשף,0.582,0.5255,0.5365
להתנתק,0.256,0.357,0.241
להתסיס,0.3375,0.6635,0.5055
להתעבר,0.708,0.538,0.7
להתעורר,0.75,0.582,0.725
להתעטף,0.47,0.28,0.29
להתעייף,0.122,0.653,0.331
להתעכב,0.204,0.51,0.162
להתעלות במספר,0.347,0.615,0.577
להתעלות במשקל,0.486,0.6,0.682
להתעלות על,0.771,0.75,0.873
להתעלל,0.052,0.8563333333333333,0.334
להתעלל מינית,0.133,0.816,0.319
להתעלם,0.19433333333333333,0.445,0.2953333333333333
להתעלף,0.063,0.429,0.167
להתעמק,0.469,0.529,0.684
להתעמת,0.281,0.76,0.746
להתענג,0.949,0.666,0.647
להתעצבן,0.51,0.404,0.33
להתעקש,0.63,0.6273333333333334,0.6749999999999999
להתערב,0.4505,0.66275,0.5915
להתערבב,0.561,0.48,0.434
להתערבל,0.5,0.394,0.35
להתפוגג,0.271,0.49,0.41
להתפוצץ,0.277,0.885,0.773
להתפורר,0.238,0.5700000000000001,0.39349999999999996
להתפזר,0.43,0.431,0.321
להתפיח,0.52,0.264,0.172
להתפלל,0.6799999999999999,0.181,0.521
להתפנות,0.354,0.792,0.314
להתפעל,0.8836666666666666,0.61,0.7159999999999999
להתפצל,0.373,0.622,0.5276666666666666
להתפרס,0.5,0.52,0.585
להתפרץ,0.353,0.75675,0.638
להתפרק,0.22249999999999998,0.5755,0.39049999999999996
להתפשר,0.677,0.52,0.805
להתפתח,0.753,0.6496666666666666,0.8103333333333333
להתקדם,0.734,0.532,0.778
להתקדר,0.532,0.276,0.519
להתקהל,0.35,0.827,0.731
להתקוטט,0.1235,0.7905,0.5775
להתקיים,0.857,0.421,0.788
להתקיים יחד,0.708,0.46,0.536
להתקין,0.63,0.583,0.736
להתקיף,0.378,0.51,0.5
להתקיף בהתקפת נגד,0.281,0.951,0.764
להתקלח,0.49,0.413,0.397
להתקלקל,0.385,0.412,0.421
להתקמט,0.408,0.42,0.345
להתקרב,0.6455,0.5585,0.5055000000000001
להתקרש,0.533,0.324,0.2785
להתקשר,0.729,0.344,0.418
להתראות,0.19,0.4855,0.4665
להתרבות,0.49,0.441,0.578
להתרברב,0.435,0.5806666666666667,0.5573333333333333
להתרגל,0.639,0.071,0.24
להתרווח,0.735,0.167,0.449
להתרחב,0.7190000000000001,0.5645,0.6875
להתרחש,0.5493333333333333,0.6313333333333334,0.5486666666666666
להתריס,0.595,0.817,0.787
להתרכז,0.75,0.439,0.743
להתרסק,0.269,0.6615,0.387
להתרפס,0.493,0.43,0.349
"לו""ז טיול",0.551,0.55,0.454
לואו,0.594,0.545,0.296
לובוטומיה,0.296,0.598,0.402
לובי,0.625,0.427,0.472
לוביסט,0.385,0.527,0.565
לובסטר,0.571,0.356,0.291
לוגו,0.4745,0.3165,0.5369999999999999
לוגי,0.805,0.4,0.648
לוגיסטיקה,0.633,0.5,0.73
לוגיקה,0.646,0.245,0.819
לוגריתם,0.52,0.439,0.551
לוגריתמי,0.469,0.458,0.606
לוהט,0.5346666666666667,0.6683333333333333,0.6920000000000001
לוואי,0.459,0.44,0.426
לוודא,0.5455000000000001,0.5295000000000001,0.6205
לווה,0.33266666666666667,0.49633333333333335,0.5419999999999999
לווסת,0.673,0.343,0.555
לוותר,0.4306,0.41159999999999997,0.3352
לוזר,0.083,0.51,0.155
לוח,0.49974999999999997,0.27525,0.40525
לוח אחורי,0.48,0.259,0.436
לוח כתיבה,0.594,0.255,0.423
לוח מחוונים,0.51,0.371,0.595
לוח מקשים,0.604,0.255,0.33
לוח צבעים,0.59,0.333,0.205
לוח שנה,0.48,0.212,0.473
לוחות,0.469,0.27,0.524
לוחית,0.52,0.333,0.42
לוחית דודים,0.398,0.519,0.387
לוחית דקה,0.51,0.314,0.408
לוחם,0.504,0.7643333333333334,0.7573333333333334
לוחם חמוש,0.156,0.91,0.741
לוחם שוורים,0.448,0.794,0.664
לוחמני,0.48900000000000005,0.7953333333333333,0.7210000000000001
לוטו,0.7655000000000001,0.683,0.483
לוטוס,0.604,0.377,0.51
לוך,0.449,0.235,0.425
לוכד,0.653,0.413,0.54
לוכד דגים,0.479,0.583,0.609
לול,0.5415,0.46699999999999997,0.4975
לול תרנגולים,0.5,0.577,0.414
לולאה,0.5013333333333333,0.3136666666666667,0.331
לולאת תליה,0.448,0.451,0.431
לוליין,0.708,0.828,0.602
לולייני,0.379,0.429,0.468
לומד,0.7655,0.5315,0.486
לוע,0.4076666666666667,0.5223333333333333,0.3846666666666667
לוע האקדח,0.188,0.817,0.719
לועג,0.082,0.755,0.394
לופט,0.51,0.378,0.343
לוקליזציה,0.552,0.33,0.545
לוקמיה,0.094,0.572,0.351
לוקר,0.439,0.3,0.393
לורה,0.439,0.216,0.339
לזגג,0.6156666666666667,0.422,0.31966666666666665
לזהות,0.635,0.48,0.667
לזהם,0.15375,0.56,0.42525
לזוז,0.6875,0.7010000000000001,0.6065
לזחול,0.4195,0.5095000000000001,0.4405
לזיין,0.198,0.93,0.446
לזייף,0.1688,0.5918,0.42400000000000004
לזכות,0.7393333333333333,0.48699999999999993,0.6746666666666666
לזכות ב,0.583,0.571,0.611
לזלול,0.39,0.623,0.455
לזלזל,0.17525000000000002,0.602375,0.35325
לזמום,0.353,0.573,0.5465
לזמזם,0.473,0.48925,0.40700000000000003
לזמן,0.67,0.3395,0.365
לזנוח,0.102,0.567,0.223
לזניה,0.719,0.441,0.396
לזנק,0.49549999999999994,0.45999999999999996,0.41200000000000003
לזעזע,0.23066666666666666,0.7883333333333334,0.4613333333333333
לזקוף,0.643,0.885,0.627
לזקק,0.427,0.573,0.5
לזרוח,0.8130000000000001,0.40199999999999997,0.5790000000000001
לזרום,0.57525,0.45475,0.4305
לזרוק,0.4836666666666667,0.5526666666666666,0.48200000000000004
לזרז,0.5196666666666666,0.7926666666666667,0.6386666666666666
לח,0.366,0.3562,0.3068
לחבב,0.9015,0.5475,0.542
לחבוט,0.38533333333333336,0.5296666666666666,0.442
לחבוץ,0.316,0.491,0.407
לחבוק,0.45,0.49,0.387
לחבור,0.632,0.509,0.63
לחבוש,0.22,0.327,0.286
לחבק,0.7344999999999999,0.51075,0.4585
לחבר,0.6864,0.4124,0.4968
לחגוג,0.8079999999999999,0.7559999999999999,0.699
לחגור,0.5,0.34,0.349
לחדד,0.559,0.35600000000000004,0.4163333333333334
לחדול,0.304,0.304,0.3555
לחדור,0.287,0.877,0.732
לחדש,0.898,0.872,0.75
לחוקק,0.6255,0.573,0.667
לחורר,0.531,0.31,0.33
לחות,0.43500000000000005,0.3855,0.347
לחזור על עקבותיו,0.312,0.525,0.278
לחזור שוב ושוב,0.449,0.46,0.44
לחזות,0.604,0.4505,0.5025
לחזק,0.71925,0.5,0.71925
לחזרר,0.449,0.46,0.44
לחטא,0.448,0.388,0.648
לחטוב,0.417,0.47,0.377
לחטוף,0.179,0.77375,0.53775
לחטט,0.5509999999999999,0.43500000000000005,0.44
לחטט בכפות,0.417,0.36,0.286
לחי,0.67,0.314,0.421
לחיות,0.88,0.673,0.676
לחיות מעבר,0.565,0.769,0.724
לחייב,0.331,0.6625,0.6245
לחייג,0.62,0.427,0.596
לחייך חיוך רחב,0.885,0.57,0.491
לחיים,0.828,0.547,0.492
לחימה,0.292,0.885,0.783
לחיצת יד,0.816,0.654,0.492
לחיצת ידיים,0.816,0.654,0.492
לחישה,0.5,0.454,0.4
לחכך,0.43,0.415,0.368
לחלוטין,0.73,0.37,0.69
לחלום,0.8325,0.31275000000000003,0.40925
לחלום בהקיץ,0.75,0.337,0.456
לחלוף,0.5,0.5066666666666667,0.48833333333333334
לחלוץ פקק,0.427,0.443,0.445
לחלוק,0.27749999999999997,0.649,0.37849999999999995
לחלחל,0.417,0.41,0.407
לחלל,0.445,0.5680000000000001,0.436
לחלץ,0.4403333333333333,0.5603333333333333,0.47266666666666673
לחלק,0.4911111111111111,0.5046666666666666,0.4881111111111111
לחלק למנות,0.536,0.364,0.398
לחם,0.66,0.314,0.342
לחם תירס,0.643,0.304,0.302
לחמוד,0.302,0.779,0.524
לחמם יתר על המידה,0.25,0.598,0.547
לחמניה,0.424,0.306,0.268
לחנוך,0.759,0.4563333333333333,0.6586666666666666
לחנון,0.552,0.413,0.542
לחנוק,0.167,0.788,0.676
לחנות,0.816,0.343,0.414
לחנך,0.76,0.38,0.728
לחסום,0.2586,0.5562,0.47000000000000003
לחסל,0.3366,0.5418000000000001,0.45519999999999994
לחפוף,0.654,0.4315,0.608
לחפור,0.43483333333333335,0.4726666666666666,0.5418333333333334
לחפור תעלה,0.673,0.259,0.321
לחפש,0.406,0.41800000000000004,0.42100000000000004
לחפש מזון,0.583,0.389,0.37
לחץ,0.302,0.569,0.612
לחצוץ,0.52,0.474,0.35
לחצות,0.429,0.3745,0.44025
לחצן,0.52,0.22,0.343
לחקור,0.5805,0.62175,0.63775
לחקות,0.45039999999999997,0.42279999999999995,0.404
לחרוג,0.42366666666666664,0.7513333333333333,0.555
לחרוט,0.502,0.41966666666666663,0.5133333333333333
לחרוך,0.381,0.5185,0.3885
לחרוץ,0.46950000000000003,0.4455,0.357
לחרוץ דין,0.571,0.479,0.712
לחרוק,0.344,0.67,0.411
לחרוש,0.6040000000000001,0.49350000000000005,0.457
לחרחר,0.278,0.765,0.642
לחש,0.439,0.632,0.548
לחשב,0.5855,0.40325,0.5489999999999999
לחשוד,0.06,0.67,0.276
לחשוף,0.38180000000000003,0.6332,0.48660000000000003
לחשוק,0.7785,0.711,0.636
לחשוש,0.3754,0.5706,0.3822
לחשל,0.52,0.424,0.686
לחשמל,0.52,0.769,0.737
לחשמל למוות,0.271,0.731,0.555
לחתוך,0.4445,0.4685,0.445
לחתום,0.781,0.62,0.625
לחתיכה,0.439,0.259,0.383
לחתל,0.409,0.274,0.155
לטאה,0.378,0.375,0.324
לטבול,0.49550000000000005,0.5057499999999999,0.46799999999999997
לטבוע,0.374,0.717,0.35750000000000004
לטגן,0.4995,0.546,0.33
לטהר,0.45766666666666667,0.4633333333333333,0.5143333333333334
לטול על עצמו,0.312,0.667,0.495
לטוס,0.76,0.775,0.676
לטחון,0.495,0.367,0.4005
לטיפונדיה,0.688,0.402,0.573
לטנף,0.198,0.5,0.225
לטעון,0.41025,0.6075,0.573
לטעות,0.1405,0.6475,0.1905
לטפוח,0.46399999999999997,0.357,0.34
לטפח,0.717,0.42933333333333334,0.62
לטפח סוס,0.633,0.345,0.302
לטפטף,0.44333333333333336,0.36566666666666664,0.3196666666666667
לטפל,0.65,0.42,0.625
לטפל בתרופות,0.417,0.375,0.546
לטפס,0.5475,0.692,0.523
לטקס,0.479,0.413,0.325
לטרוף,0.344,0.888,0.574
לטרטר,0.401,0.413,0.358
לטשטש,0.268,0.471,0.205
ליבה,0.721,0.378,0.54
ליבידו,0.77,0.602,0.571
ליבנה,0.562,0.346,0.382
ליברטו,0.612,0.328,0.406
ליברלי,0.565,0.565,0.755
ליברליות,0.562,0.712,0.75
ליגה,0.656,0.34,0.462
ליגטורה,0.478,0.43,0.447
ליד המיטה,0.604,0.167,0.375
ליד מגרש,0.592,0.391,0.434
לידה,0.6805,0.6411666666666667,0.6178333333333333
לידתי,0.755,0.462,0.481
ליהנות,0.76,0.33,0.381
ליוה,0.5,0.52,0.404
ליווי,0.74,0.479,0.695
ליזום,0.719,0.48,0.553
ליחה,0.173,0.394,0.24
ליטול חלק,0.755,0.656,0.629
ליטוף,0.8130000000000001,0.48133333333333334,0.4963333333333333
ליטיגטור,0.429,0.63,0.732
ליטיגציה,0.388,0.76,0.602
ליטף,0.8345,0.4455,0.40249999999999997
ליטר,0.573,0.208,0.382
ליטש,0.604,0.412,0.533
לייאש,0.1856,0.3678,0.2036
לייבא,0.615,0.48,0.623
לייבש,0.395,0.21450000000000002,0.348
ליידות,0.48,0.83,0.649
ליידע,0.723,0.582,0.679
לייזר,0.469,0.531,0.769
לייחד,0.675,0.471,0.6
ליייאש,0.01,0.353,0.224
ליילד,0.583,0.37,0.582
ליים,0.594,0.24,0.415
ליינבאקר,0.49,0.66,0.543
לייסר,0.13679999999999998,0.7605999999999999,0.3396
לייעד,0.6145,0.5,0.65
לייעץ,0.7256666666666667,0.414,0.648
לייעץ עצה,0.76,0.393,0.705
לייער,0.729,0.27,0.435
לייפות כוח,0.612,0.491,0.658
לייפת,0.16,0.469,0.546
לייצא,0.567,0.661,0.755
לייצר,0.7035,0.45699999999999996,0.7755000000000001
לייצר גומות,0.378,0.48,0.492
לייקרה,0.52,0.449,0.328
ליירט,0.221,0.66,0.676
ליישם,0.6659999999999999,0.44699999999999995,0.7295
ליישר,0.6194999999999999,0.3195,0.5900000000000001
לילה,0.598,0.396,0.404
לילה נהדר,0.918,0.349,0.574
לילי,0.6065,0.45499999999999996,0.46799999999999997
לילך,0.688,0.18,0.357
לימבו,0.385,0.284,0.309
לימודי תואר מתקדם,0.616,0.602,0.528
לימוזינה,0.6990000000000001,0.449,0.6535
לימון,0.596,0.317,0.316
לימונדה,0.661,0.287,0.412
לימפה,0.398,0.51,0.39
לימפומה,0.208,0.645,0.33
לימפתי,0.38,0.509,0.472
לינארי,0.416,0.362,0.343
לינגו,0.448,0.364,0.447
לינגוויני,0.625,0.338,0.355
לינה,0.713,0.286,0.527
לינולאום,0.51,0.378,0.402
ליניארי,0.646,0.25,0.472
לינץ,0.167,0.885,0.482
לינץ',0.135,0.92,0.548
ליספ,0.365,0.412,0.288
ליפול,0.30179999999999996,0.5748,0.3576
ליפסטיק,0.653,0.429,0.306
ליפף,0.41300000000000003,0.4305,0.3435
ליצור,0.6714,0.47939999999999994,0.6970000000000001
ליצור אינטרקציה,0.822,0.69,0.759
ליצור הרמוניה,0.939,0.461,0.609
ליצור מכתש,0.45,0.647,0.529
ליצן,0.625,0.6355,0.34550000000000003
ליצן החצר,0.388,0.67,0.264
ליצנים,0.6,0.673,0.391
ליקוי,0.1215,0.472,0.1995
ליקוי מאורות,0.541,0.469,0.616
ליקר,0.7464999999999999,0.46199999999999997,0.4355
ליקר ביצים,0.635,0.36,0.259
ליקריץ,0.677,0.31,0.4
לירה,0.55,0.29600000000000004,0.4065
לירי,0.705,0.36,0.541
ליתוגרפיה,0.556,0.3365,0.477
ליתולוגיה,0.519,0.378,0.525
ליתוספרה,0.473,0.333,0.689
ליתיום,0.417,0.33,0.43
לך תזדיין,0.167,0.654,0.415
לכאוב,0.09949999999999999,0.8200000000000001,0.32999999999999996
לכאורי,0.365,0.522,0.52
לכבד,0.854,0.588,0.735
לכבוש,0.637,0.7175,0.80475
לכבות,0.2833333333333333,0.42300000000000004,0.4363333333333333
לכבס,0.479,0.45,0.349
לכדרר,0.417,0.551,0.465
לכה,0.51,0.353,0.258
לכהן,0.688,0.453,0.704
לכוון,0.6675,0.4465,0.5955
לכוונן,0.647,0.327,0.638
לכווץ,0.24,0.567,0.36
לכופף,0.5166666666666666,0.385,0.332
לכידה,0.267,0.627,0.489
לכידות,0.72,0.406,0.788
לכיוון הבית,0.833,0.275,0.435
לכיוון מזרח,0.541,0.408,0.402
לכייל,0.552,0.46,0.623
לכייס,0.365,0.704,0.449
לכל אחד,0.439,0.259,0.383
לכל האורך,0.458,0.491,0.333
לכל החיים,0.816,0.559,0.736
לכלוא,0.2343333333333333,0.6413333333333333,0.47000000000000003
לכלוך,0.25699999999999995,0.4176666666666667,0.3173333333333333
לכלול,0.70825,0.433,0.6507499999999999
לכלות,0.427,0.62,0.509
לכלך,0.224,0.46,0.355
לכנות,0.6194999999999999,0.4065,0.607
לכנס,0.583,0.676,0.636
לכנס ועידה מפלגתית,0.418,0.311,0.491
לכסות,0.6305000000000001,0.328,0.50475
לכסות בבועות,0.344,0.569,0.39
לכסות בברדס,0.427,0.45,0.232
לכסות בווילון,0.698,0.278,0.304
לכסות בשטיח,0.52,0.17,0.339
לכסח,0.42,0.559,0.393
לכעוס,0.01,0.86,0.547
לכפור,0.188,0.441,0.352
לכפות,0.38425,0.65925,0.613
לכפר,0.418,0.673,0.411
לכפתר,0.52,0.22,0.343
לכרוע,0.35350000000000004,0.5115,0.2645
לכרוע ברך,0.426,0.417,0.217
לכרות,0.27,0.6105,0.5429999999999999
לכרות ברית,0.594,0.462,0.667
לכרסם,0.551,0.551,0.411
לכשף,0.873,0.65,0.643
לכתוש,0.44,0.363,0.283
לכתר,0.4206666666666667,0.5306666666666667,0.442
ללא אוכף,0.5,0.356,0.373
ללא גבול,0.684,0.642,0.652
ללא גבולות,0.688,0.574,0.655
ללא גועל נפש,0.51,0.324,0.448
ללא דוחי,0.833,0.37,0.824
ללא דופי,0.792,0.5,0.741
ללא דם,0.292,0.39,0.212
ללא הרף,0.5315,0.6015,0.6519999999999999
ללא חת,0.6055,0.748,0.7335
ללא כאבים,0.785,0.173,0.491
ללא מאמץ,0.626,0.09,0.352
ללא מידה,0.51,0.539,0.712
ללא סנטימנט,0.092,0.382,0.278
ללא עוגן,0.398,0.486,0.23
ללא צוואה,0.459,0.467,0.415
ללא ציפייה,0.396,0.48,0.341
ללא קשר,0.497,0.538,0.745
ללא רבב,0.698,0.33,0.688
ללא רגש,0.17,0.109,0.225
ללא שומן,0.604,0.26,0.34
ללא תחתית,0.31,0.47,0.368
ללא תכלית,0.15,0.267,0.183
ללא תנועה,0.323,0.21,0.246
ללא תקנה,0.213,0.6135,0.606
ללבוש,0.646,0.454,0.702
ללגום,0.385,0.396,0.339
ללגלג,0.35250000000000004,0.5575,0.399
ללהטט,0.594,0.76,0.426
ללהק,0.558,0.62,0.517
ללוות,0.615,0.49475,0.46975
ללון,0.438,0.332,0.339
ללוש,0.49,0.457,0.345
ללחוש,0.388,0.48,0.37
ללטוש עיניים,0.525,0.286,0.36
ללטף,0.83125,0.44849999999999995,0.41725
ללטש,0.604,0.412,0.533
ללכוד,0.439,0.637,0.6165
ללכוד דגים,0.521,0.473,0.382
ללכלך,0.224,0.46,0.355
ללכת,0.5,0.3655,0.349
ללמוד,0.833,0.643,0.829
ללעוג,0.221,0.6805,0.506
ללעוס,0.432,0.46199999999999997,0.387
ללפסס,0.365,0.412,0.288
ללפף,0.448,0.343,0.298
ללקט,0.499,0.472,0.5095000000000001
ללקט מידע,0.398,0.531,0.5
ללקק,0.47,0.482,0.33
למגר,0.26,0.69,0.686
למדוד,0.438,0.646,0.518
למדוד עומק,0.52,0.41,0.523
למדי,0.79,0.406,0.75
למדני,0.604,0.236,0.43
למה,0.53,0.284,0.391
למהול,0.2315,0.5285,0.3595
למהר,0.3305,0.81,0.41900000000000004
למוטט,0.2185,0.6535,0.314
למולל,0.5115000000000001,0.4455,0.503
למות,0.17125,0.58275,0.32475
למזג,0.76,0.48,0.733
למחוא כף,0.779,0.731,0.529
למחוא כפיים,0.865,0.824,0.464
